Business ID,Accreditation No.,Business Name,CDE,TDC,PDC,TOTAL,Organization Address,Organization Types,Validity,Status,Region
DS-22-0037577,DS-2020-0015513,2AS DRIVING INSTITUTE,40,120,120,200,"LOT 19 & 34 B9 MAYOR GIL, Santa Elena, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,09/28/2024,Expired,NCR
DS-22-0037587,DS2020-0015513,2AS DRIVING INSTITUTE (DOUBLE ENTRY),0,48,56,104,"LOT 19&34 B9 MAYOR GIL FRANCISCO, Santa Elena, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,11/23/2022,Expired,NCR
DS-22-0039489,DS-2020-00150-13,"AJ3 UNIVERSAL DRIVING SCHOOL - DEL MONTE, QC",0,48,56,104,"730-A DEL MONTE AVENUE, Talayan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1104",Driving School - Main Office,11/20/2022,Expired,NCR
DS-22-0039522,DS-2021-00040-13,AJ3 UNIVERSAL DRIVING SCHOOL - VALENZUELA,40,80,80,200,"491-PASO DE BLAS RD., Paso De Blas, VALENZUELA CITY, METRO MANILA, THIRD DISTRICT, 1442",Driving School - Main Office,06/22/2023,Expired,NCR
DS-22-0041982,-,HPR DRIVING SCHOOL,0,48,56,104,"109 GOVERNOR PASCUAL ST , Acacia, MALABON CITY, METRO MANILA, THIRD DISTRICT, 1474",Driving School - Main Office,,Pending,NCR
DS-22-0042469,DS-2022-00006-13,MAJESTY DRIVING SCHOOL - SM FAIRVIEW,0,60,42,102,"UNIT 063 SM CITY FAIRVIEW QUIRINO HIGHWAY COR REGALADO AVENUE, Greater Lagro, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,03/15/2026,Expired,NCR
DS-22-0042573,DS-2022-00008-13,AAA SAFETY DRIVING TRAINING CENTER CO,40,80,80,200,"27 MAHOGANY ST PILAR VILLAGE, Pilar, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1740",Driving School - Main Office,01/27/2024,Expired,NCR
DS-22-0042907,-,HPR DRIVING SCHOOL ZABARTE,0,48,56,104,"G/F ZABARTE ROAD COR FALCON STREET ST JUDE SUBD , Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,,Pending,NCR
DS-22-0043463,DS-2021-00077-13,TWO WAY DRIVING SCHOOL,0,48,56,104,"34B WACAT ST COR CDC ST, N.S AMORANTO, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1114",Driving School - Main Office,09/06/2023,Expired,NCR
DS-22-0043475,DS-2021-00088-13,YEZ DRIVING SCHOOL - MANDALUYONG,40,80,80,120,"147 SHAW BLVD, Bagong Silang, MANDALUYONG CITY, METRO MANILA, SECOND DISTRICT, 1550",Driving School - Main Office,09/20/2023,Expired,NCR
DS-22-0043511,DS-2021-00028-13,EZ AUTO MOTORCYCLE DRIVING SCHOOL - V LUNA,0,100,56,156,"2ND FLOOR 209 PMHA BLDG. 2 V. LUNA RD COR EAST AVE, Pinyahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,07/08/2026,Active,NCR
DS-22-0043840,-,NADINE'S A-Z DRIVING ACADEMY LAS PIÑAS,0,48,56,104,"BS11 ROBINSONS PLACE LAS PIÑAS ,BS11 ROBINSONS PLACE LAS PIÑAS, Talon Uno, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1747",Driving School - Main Office,,Pending,NCR
DS-22-0045039,-,NADINE'S A-Z DRIVING ACADEMY,0,48,56,104,"BS 11 ROBINSONS PLACE LAS PIÑAS ALABANG ZAPOTE RD, Talon Uno, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1747",Driving School - Main Office,,Pending,NCR
DS-22-0045109,-,ALERT DRIVING ACADEMY CO,0,48,56,104,"385 KING EMMANUEL ST BLK 57 LOT 27 TALA,385 KING EMMANUEL ST BLK 57 LOT 27 TALA, Barangay 188, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1427",Driving School - Main Office,,Pending,NCR
DS-22-0046413,DS-2021-0037-13,ROSEVELT DRIVING SCHOOL - CALOOCAN,40,80,80,200,"T19A 3F ARANETA SQUARE MALL SAMSON RD, Barangay 76, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1400",Driving School - Main Office,06/16/2023,Expired,NCR
DS-22-0046495,DS-2021-00091-13,ROSEVELT DRIVING SCHOOL - STA CRUZ,0,48,56,104,"1070 FUGOSO ST, Barangay 311, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1014",Driving School - Main Office,09/21/2023,Expired,NCR
DS-22-0047278,DS-2021-00064-13,ALERT DRIVING SCHOOL - EVER GOTESCO,0,48,168,216,"2F EVER GOTESCO COMMONWEALTH, Batasan Hills, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1126",Driving School - Main Office,11/20/2026,Active,NCR
DS-22-0048088,R00-22-003725,"TESDA TRAINING CENTER - PAMAMARISAN (PASIG, MANDALUYONG, MARIKINA, SAN JUAN)",40,80,80,200,"--,--, Santa Elena, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,03/07/2024,Expired,NCR
DS-22-0051729,-,CLARENCE EDQUILA ZUILAN,0,48,56,104,"PITONG GATANG ST.,PITONG GATANG ST., Barangay 1, MANILA CITY, CITY OF MANILA, 1300",Driving School - Main Office,,Pending,NCR
DS-22-0053397,DS-2021-00007-13,EPRO DRIVING ACADEMY,40,80,80,200,"138 NINOY AQUINO AVE. OLIVAREZ PLAZA, San Dionisio, PARAÑAQUE CITY, METRO MANILA, FOURTH DISTRICT, 1700",Driving School - Main Office,02/13/2027,Active,NCR
DS-22-0053718,DS-2020-00013-13,SOCIALITES EXCELLENT DRIVING SCHOOL,0,100,63,163,"MAYON AVE. MARIA CLARA ST., Lourdes, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1114",Driving School - Main Office,12/10/2026,Active,NCR
DS-22-0057658,-,,0,48,56,104,"BLK.37 #221 SINGKAMAS ST. BRGY ADDITION HILLS MANDALUYONG CITY,BLK.37 #221 SINGKAMAS ST. BRGY ADDITION HILLS MANDALUYONG CITY, Addition Hills, MANDALUYONG CITY, METRO MANILA, SECOND DISTRICT, 1550",Driving School - Main Office,,Pending,NCR
DS-22-0058400,DS-2021-00112-13,NADINE'S A-Z DRIVING ACADEMY,0,124,1132,236,"BS- 11 ROBINSONS PLACE LAS PIÑAS,ALABANG ZAPOTE ROAD, Talon Uno, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1747",Driving School - Main Office,11/25/2026,Active,NCR
DS-22-0059513,-,VIA DRIVING ACADEMY,0,48,56,104,"RCM BUILDING MARASIGAN ST BRGY POBLACION SAN JUAN BATANGAS, Poblacion, SAN JUAN, BATANGAS, 4226",Driving School - Main Office,,Pending,NCR
DS-22-0065078,-,ANGELO MAYO,0,48,56,104,"#4 TABING ILOG ST, KAINGIN BUKID BRGY. APOLONIO SAMSON,#4 TABING ILOG ST, KAINGIN BUKID BRGY. APOLONIO SAMSON, Apolonio Samson, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1106",Driving School - Main Office,,Pending,NCR
DS-22-0080984,DS-2021-00115-13,MAJESTY DRIVING SCHOOL - CALOOCAN,40,80,80,200,"2695 LOT 1222 BLK 1, Barangay 185, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1427",Driving School - Main Office,12/02/2023,Expired,NCR
DS-22-0096251,-,E-Z AUTO MOTORCYCLE DRIVING SCHOOL,0,48,56,104,"1151 QUIRINO HIGHWAY KALIGAYAHAN NOVALICHES , Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,,Pending,NCR
DS-22-0104188,-,RIO,0,48,56,104,"72 SAN MIGUEL ST,72 SAN MIGUEL ST PAYATAS A QUEZON CITY, Payatas, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1119",Driving School - Main Office,,Pending,NCR
DS-22-0109227,DS-2021-00002-13,I LEARN DRIVING SCHOOL - PATEROS BRANCH,40,160,80,240,"92 ARM BUILDING M. ALMEDA STREET, San Roque, PATEROS, METRO MANILA, FOURTH DISTRICT, 1622",Driving School - Main Office,01/13/2027,Active,NCR
DS-22-0109282,DS-2021-00084-13,I LEARN DRIVING SCHOOL - SHAW BLVD,40,80,80,200,"55 SHAW BLVD., Daang Bakal, MANDALUYONG CITY, METRO MANILA, SECOND DISTRICT, 1550",Driving School - Main Office,09/13/2023,Expired,NCR
DS-22-0117808,DS-2022-00052-13,ASC DRIVING SCHOOL - TAGUIG,0,48,112,160,"SEAGULL AVENUE CORNER ML QUEZON ST, San Miguel, TAGUIG CITY (1st DISTRICT), METRO MANILA, FOURTH DISTRICT, 1632",Driving School - Main Office,06/13/2026,Active,NCR
DS-22-0119230,DS-2022-00051-13,GLAPPS DRIVING ACADEMY INC - QUEZON CITY,40,80,80,200,"86 JUDGE JUAN LUNA CORNER MH DEL PILAR, San Antonio, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1105",Driving School - Main Office,05/31/2024,Expired,NCR
DS-22-0123076,DS-2022-00001-13,E-Z AUTO MOTORCYCLE DRIVING SCHOOL - VALENZUELA,0,98,112,210,"2ND FLR CITADEL BLDG. MAYSAN ROAD COR P GOMEZ ST, Maysan, VALENZUELA CITY, METRO MANILA, THIRD DISTRICT, 1440",Driving School - Main Office,03/15/2026,Expired,NCR
DS-22-0123107,DS-2021-00120-13,YEZ DRIVING SCHOOL - NOVALICHES,40,48,56,200,"UNIT C ORANGE BLDG NO 310 ZABARTE ROAD NOVALICHES, Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,03/15/2026,Expired,NCR
DS-22-0123145,DS-2022-00013-13,COMPAS DRIVING SCHOOL - PINYAHAN,0,57,112,169,"MAGALANG ST COR MAKISIG ST, Pinyahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,03/15/2026,Expired,NCR
DS-22-0144309,DS-2022-00037-13,TECHNO DEVELOPMENT CENTER OF THE PHILIPPINES INC AND DRIVING ACADEMY - CUBAO,40,80,80,200,"N0 23 21ST AVENUE, Tagumpay, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1109",Driving School - Main Office,04/24/2026,Expired,NCR
DS-22-0183260,R00-22-004664,MID DS PORTAL,40,80,80,200,"MALAKAS, Pinyahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,12/21/2029,Active,NCR
DS-22-0215203,DS-2022-00062-13,ONE25 DRIVING SCHOOL - SAMPALOC,40,80,80,200,"UNIT 8 BETA BLDG JOSEFINA ST, Barangay 528, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1008",Driving School - Main Office,08/12/2024,Expired,NCR
DS-22-0217407,DS-2021-00082-13,SMJ AUTOMOBILE DRIVING SCHOOL - NOVALICHES,40,80,80,200,"1160-E QUIRINO HIGHWAY NOVALICHES, Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,11/28/2026,Active,NCR
DS-22-0218267,DS-2021-00107-13,ONE 25 DRIVING SCHOOL - NOVALICHES,40,80,80,200,"1165 QUIRINO HIGHWAY, Novaliches Proper, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1123",Driving School - Main Office,12/05/2024,Expired,NCR
DS-23-0243557,DS-2022-00021-13,GREEN DRIVING SCHOOL - STO. DOMINGO,40,80,80,200,"17A DON PEPE ST MATALAHIB, Santo Domingo, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1114",Driving School - Main Office,03/02/2024,Expired,NCR
DS-23-0243564,DS-2021-00103-13,BTS DRIVING SCHOOL -  TAGUIG,40,80,80,200,"49 GEN. LUNA ST, Tuktukan, TAGUIG CITY (1st DISTRICT), METRO MANILA, FOURTH DISTRICT, 1637",Driving School - Main Office,11/07/2024,Expired,NCR
DS-23-0243584,DS-2021-00102-13,BTS DRIVING SCHOOL -  PATEROS,40,80,80,200,"C&N BUILDING M.ALMEDA ST, San Roque, PATEROS, METRO MANILA, FOURTH DISTRICT, 1622",Driving School - Main Office,11/07/2024,Expired,NCR
DS-23-0243610,DS-2022-00026-13,GREEN DRIVING SCHOOL - P. TUAZON,40,80,80,200,"298 P. TUAZON BLVD CORNER 20TH AVENUE, Cubao, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1109",Driving School - Main Office,03/17/2024,Expired,NCR
DS-23-0243625,DS-2021-00010-13,3 ARCS DRIVING SCHOOL,0,92,58,150,"ROOM 209 ANITA BUILDING, 1300 QUEZON AVE COR TIMOG AVENUE, South Triangle, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1103",Driving School - Main Office,03/04/2027,Active,NCR
DS-23-0243661,06-2022-00027-13,PACIFIC BLUE .COM DRIVING SCHOOL,0,48,56,104,"NAYONG FILIPINO PARKING COMPLEX MIA ROAD, Barangay 198, PASAY CITY, METRO MANILA, FOURTH DISTRICT, 1300",Driving School - Main Office,03/18/2024,Expired,NCR
DS-23-0243663,DS-2022-00042-13,SDS DRIVING SCHOOL,40,80,80,200,"BLK1 LOT 10 SAMPAGUITA ST  MALIGAYA PARK  SUBD, Pasong Putik, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1118",Driving School - Main Office,05/09/2024,Expired,NCR
DS-23-0243673,DS-2021-00080-13,EZ AUTO MOTORCYLE DRIVING SCHOOL - LAS PIÑAS,0,56,154,210,"410 R AND J BLDG, MENDOZA AVE, Talon Uno, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1747",Driving School - Main Office,07/22/2026,Active,NCR
DS-23-0243687,DS-2022-00015-13,AMDS DRIVING SCHOOL,40,80,80,200,"LTO 2B-3B PASCO AVE, Santolan, PASIG CITY, METRO MANILA, SECOND DISTRICT, 1610",Driving School - Main Office,03/13/2026,Expired,NCR
DS-23-0243709,DS-2021-00063-13,COMPAS DRIVING SCHOOL - BAGONG SILANG,40,48,56,200,"PH5 PKG1 BLK 18 1 AND 2, Barangay 176, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1428",Driving School - Main Office,06/18/2026,Active,NCR
DS-23-0243713,DS-2021-00AN105-13,ALREX ERROR ERROR,40,80,80,200,"81A MALAKAS ST, Pinyahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,11/04/2021,Expired,NCR
DS-23-0243725,DS-2022-00024-13,RSY DRIVING SCHOOL,0,60,112,172,"1131 QUIRINO HIGHWAY, Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,03/15/2026,Expired,NCR
DS-23-0243726,DS-2021-00073-13,APEX DRIVING SCHOOL INC.,0,101,112,213,"GROUND FLOOR, PEARL DRIVE COMMERCIAL CENTER, Fairview, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1118",Driving School - Main Office,09/10/2026,Active,NCR
DS-23-0243732,DS-2021-00048-13,BETTER ONE DRIVING SCHOOL -  ORTIGAS,40,80,80,200,"2ND FLOOR DISCOVERY CENTER ORTIGAS EXT, Rosario, PASIG CITY, METRO MANILA, SECOND DISTRICT, 1609",Driving School - Main Office,07/08/2023,Expired,NCR
DS-23-0243739,DS-2022-00049-13,YEZ DRIVING SCHOOL - MAKATI,40,80,80,200,"201 2F 1113 JP RIZAL CORNER ANTIPOLO ST, Valenzuela, MAKATI CITY, METRO MANILA, FOURTH DISTRICT, 1208",Driving School - Main Office,05/24/2024,Expired,NCR
DS-23-0243746,DS-2021-00089-13,GEAR - 1 DRIVING SCHOOL - LAS PIÑAS,40,200,200,440,"VGM BLDG. MARCOS ALVAREZ, Talon Singko, LAS PIÑAS CITY, METRO MANILA, FOURTH DISTRICT, 1747",Driving School - Main Office,09/21/2023,Expired,NCR
DS-23-0243761,DS-2021-00119-13,COMPAS DRIVING SCHOOL - MARIKINA,0,48,56,104,"497 J.P. RIZAL ST., Santo NiÃ±o, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,11/04/2026,Active,NCR
DS-23-0243763,DS-2021-00050-13,BTS DRIVNG SCHOOL - MANDALUYONG,40,80,80,120,"140 SHAW BLVD, Bagong Silang, MANDALUYONG CITY, METRO MANILA, SECOND DISTRICT, 1550",Driving School - Main Office,09/01/2023,Expired,NCR
DS-23-0243764,DS-2021-00114-13,TEAMACES DRIVING ACADEMY- CALOOCAN,40,40,40,120,"#668 UNIT 2 RITSPOD BLDG. QUIRINO HGHWY BANKERS VILLAGE 2, Barangay 185, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1427",Driving School - Main Office,11/26/2023,Expired,NCR
DS-23-0243775,DS-2021-00056-13,EZ AUTO MOTORCYCLE DRIVING SCHOOL - MUNTINLUPA,0,71,112,183,"RM 303 CHRIST THE KING BLDG, Tunasan, MUNTINLUPA CITY, METRO MANILA, FOURTH DISTRICT, 1773",Driving School - Main Office,06/24/2026,Active,NCR
DS-23-0243781,DS-2022-00064-13,AVC TUTORIAL CENTER - VALENZUELA,0,322,231,553,"MAYSAN RD ARCO PLAZA, Maysan, VALENZUELA CITY, METRO MANILA, THIRD DISTRICT, 1440",Driving School - Main Office,10/02/2026,Active,NCR
DS-23-0243783,DS-2021-00079-13,COMPAS DRIVING SCHOOL - ESPAÑA,0,56,147,203,"UNIT C 867 A MACEDA ST. SAMPALOC, Barangay 523, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1008",Driving School - Main Office,07/11/2026,Active,NCR
DS-23-0243814,DS-2020-00006-13,ARTICULATED TRAINING AND DRIVING SCHOOL INC.,40,80,80,200,"0398 GEN SCOUT CONRADO DAYAO ST COR VELASQUEST BALUT, Barangay 133, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1013",Driving School - Main Office,10/13/2024,Expired,NCR
DS-23-0243831,DS-2022-00002-13,DREAMS DRIVING ACADEMY. INC,0,48,56,104,"101 GRACE BUILDING ORTIGAS AVENUE, Greenhills, SAN JUAN CITY, METRO MANILA, SECOND DISTRICT, 1502",Driving School - Main Office,01/04/2024,Expired,NCR
DS-23-0243853,DS-2020-00143-13,DYNAMIC DRIVING SCHOOL,40,80,80,200,"2ND FLOOR BLUEWAVE MALL, Santo NiÃ±o, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,04/02/2027,Active,NCR
DS-23-0243864,DS-2021-00003-13,PRESTIGE DRIVING SCHOOL,40,120,120,280,"1503 TAYUMAN ST, Barangay 353, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1014",Driving School - Main Office,12/11/2026,Active,NCR
DS-23-0243872,DS-2020-00136-13,ESEM DRIVING SCHOOL,0,96,56,152,"13B MINDANAO AVE, Bagong Pag-Asa, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1105",Driving School - Main Office,10/02/2026,Active,NCR
DS-23-0243885,DS-2022-00018-13,MOCZ DRIVING TUTORIAL SERVICES,40,120,120,280,"1 PARAÑAQUE INTEGRATED TERMINAL EXCHANGE, KENNEDY ROAD, Tambo, PARAÑAQUE CITY, METRO MANILA, FOURTH DISTRICT, 1701",Driving School - Main Office,03/15/2026,Expired,NCR
DS-23-0243900,DS-2022-00007-13,TECHNO DEV'T CENTER PHILS.,40,80,80,200,"UNIT 21 2ND FLOOR BLDG 67 GIL FERNANDO AVE, San Roque, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1801",Driving School - Main Office,01/24/2024,Expired,NCR
DS-23-0243904,DS-2021-00065-13,PRESTIGE DRIVING SCHOOL,10,120,120,280,"97 GIL PUYAT AVE COR OSMEÑA HIGHWAY, Palanan, MAKATI CITY, METRO MANILA, FOURTH DISTRICT, 1235",Driving School - Main Office,08/03/2023,Expired,NCR
DS-23-0243926,DS-2020-00154-13,E-Z AUTO MOTORCYCLE DRIVING SCHOOL - NOVALICHES,40,48,56,200,"1151 QUIRINO HIGHWAY, Kaligayahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1124",Driving School - Main Office,11/25/2026,Active,NCR
DS-23-0243936,DS-2021-00024-13,LEARN FAST DRIVING SCHOOL,0,62,112,174,"2144 BETA BLDG. ESPAÑA BLVD., Barangay 530, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1008",Driving School - Main Office,03/14/2027,Active,NCR
DS-23-0243942,DS-2021-00093-13,YEZ DRIVING SCHOOL - SAN JUAN,40,80,80,200,"N. DOMINGO ST., Pedro Cruz, SAN JUAN CITY, METRO MANILA, SECOND DISTRICT, 1500",Driving School - Main Office,08/22/2026,Active,NCR
DS-23-0243951,DS-2021-00055-13,PRESTIGE DRIVING ACADEMY,0,48,112,160,"UNIT 4, CVA BUILDING 1, NO. 44 NATIONAL ROAD, Putatan, MUNTINLUPA CITY, METRO MANILA, FOURTH DISTRICT, 1772",Driving School - Main Office,08/01/2026,Active,NCR
DS-23-0243953,DS-2021-0038-13,GEAR UP DRIVING SCHOOL,4,80,80,120,"941 AURORA BLVD, Cubao, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1109",Driving School - Main Office,07/01/2023,Expired,NCR
DS-23-0243956,DS-2021-00078-13,EVES DRIVING SCHOOL,0,120,120,240,"UNIT 304 RFV BUILDING #28 VISAYAS AVENUE, Bahay Toro, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1106",Driving School - Main Office,09/07/2023,Expired,NCR
DS-23-0243957,DS-2021-00059-13,I DRIVE DRIVING SCHOOL,40,80,80,200,"ATAYDE PAZ ST CORNER DOMESTIC ROAD, Barangay 191, PASAY CITY, METRO MANILA, FOURTH DISTRICT, 1300",Driving School - Main Office,09/09/2026,Active,NCR
DS-23-0243958,DS-2021-00054-13,ALPHA ONE DRIVING SCHOOL,40,80,80,200,"NO. 505 ROLIGON COMPOUND QUIRINO AVE, Tambo, PARAÑAQUE CITY, METRO MANILA, FOURTH DISTRICT, 1701",Driving School - Main Office,08/02/2026,Active,NCR
DS-23-0243959,DS-2020-00117-13,ROSEVELT DRIVING SCHOOL- NAVOTAS,40,48,56,200,"BLK 42 LOT 29 ILANG-ILANG ST NORTHBAY BLVD, North Bay Blvd., South, NAVOTAS CITY, METRO MANILA, THIRD DISTRICT, 1409",Driving School - Main Office,03/25/2027,Active,NCR
DS-23-0243966,DS-2022-00048-13,WHEEL2GO DRIVING SCHOOL,40,80,80,200,"429 J.P. RIZAL ST, Santo NiÃ±o, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,05/19/2024,Expired,NCR
DS-23-0243967,DS-2022-00003-13,A2Z DRIVING ACADEMY INC,40,40,40,120,"AMKOR COOP BLDG LOT 3, Tunasan, MUNTINLUPA CITY, METRO MANILA, FOURTH DISTRICT, 1773",Driving School - Main Office,01/04/2024,Expired,NCR
DS-23-0243968,DS-2022-00029-13,EXPRESS DRIVING SCHOOL - VALENZUELA,40,48,56,200,"UNIT 2F - A2 NO. 2024 GEN T DE LEON ROAD, Gen. T. De Leon, VALENZUELA CITY, METRO MANILA, THIRD DISTRICT, 1442",Driving School - Main Office,03/25/2026,Expired,NCR
DS-23-0243981,DS-2021-00051-13,F1 ROAD DRIVING SCHOOL,0,76,245,321,"209 MARKET AVENUE, San Miguel, PASIG CITY, METRO MANILA, SECOND DISTRICT, 1600",Driving School - Main Office,05/23/2026,Active,NCR
DS-23-0243987,DS-2021-00086-13,SENJAL DRIVING SCHOOL INC. - BRGY LOURDES,40,80,80,120,"247 249 BANAWE ST, Lourdes, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1114",Driving School - Main Office,09/16/2023,Expired,NCR
DS-23-0243988,DS-2022-00019-13,LDM DRIVING AND TECHNOLOGICAL INSTITUTE  - SM NORTH,40,48,56,200,"DON ANTONIO ST., Commonwealth, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1121",Driving School - Main Office,03/15/2026,Expired,NCR
DS-23-0243989,DS-2022-00061-13,STREETPRO DRIVING SCHOOL,0,48,56,104,"USHIO BLDG., 4TH FLOOR. G. TUAZON ST, Barangay 410, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1008",Driving School - Main Office,08/14/2026,Active,NCR
DS-23-0243990,DS-2022-00022-13,ROYAL DRIVING SCHOOL,0,49,56,105,"999 JP RIZAL ST, Concepcion Uno, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1807",Driving School - Main Office,03/08/2026,Expired,NCR
DS-23-0243994,DS-2021-00070-13,STREETWISE DRIVING SCHOOL,40,80,80,200,"UNITB 306 3RD FLOOR TAYUMAN COMMERCIAL CENTER, TAYUMAN ST. STA CRUZ, Barangay 353, MANILA CITY, METRO MANILA, CITY OF MANILA, FIRST DISTRICT, 1014",Driving School - Main Office,08/23/2023,Expired,NCR
DS-23-0244003,DS-2024-00005-13,MACQUEEN EASY DRIVING SCHOOL - CALOOCAN,40,80,80,200,"15 ARANETA AVE, Barangay 79, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1400",Driving School - Main Office,05/03/2026,Active,NCR
DS-23-0244009,DS-2022-00030-13,SENJAL DRIVING SCHOOL INC,40,40,40,120,"699 RIZAL AVE, San Agustin, MALABON CITY, METRO MANILA, THIRD DISTRICT, 1470",Driving School - Main Office,03/29/2024,Expired,NCR
DS-23-0244013,DS-2021-00066-13,ROYAL DRIVING SCHOOL -  DON ANTONIO,0,60,112,172,"ROYALE PLACE MALL DON ANTONIO, Matandang Balara, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1119",Driving School - Main Office,08/14/2026,Active,NCR
DS-23-0244014,DS-2022-00010-13,LDM DRIVING INSTITUTE - EAST AVE,40,80,80,200,"LOCB BLDG 2ND FLOOR EAST AVE COR., Pinyahan, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1100",Driving School - Main Office,01/27/2024,Expired,NCR
DS-23-0244016,DS-2021-00071-13,S1 DRIVING SCHOOL - CALOOCAN,40,240,240,480,"UNIT 12 3RD FLOOR SAMSON ROAD DAGAHOY ST, Barangay 77, CALOOCAN CITY, METRO MANILA, THIRD DISTRICT, 1400",Driving School - Main Office,08/23/2023,Expired,NCR
DS-23-0244018,DS-2022-00045-13,SAPS DRIVING SCHOOL,40,80,80,200,"129 SENATORIAL ROAD, Batasan Hills, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1126",Driving School - Main Office,05/10/2024,Expired,NCR
DS-23-0244019,DS-2024-00008-13,YEZ DRIVING SCHOOL - MARIKINA,40,80,80,200,"290 JP RIZAL ST., Santa Elena, MARIKINA CITY, METRO MANILA, SECOND DISTRICT, 1800",Driving School - Main Office,05/31/2026,Active,NCR
DS-23-0244023,DS-2022-0023-13,YEZ DRIVING SCHOOL - PASIG,0,48,56,104,"UNIT  MN SQUARE BLDG SHAW BLVD, Kapitolyo, PASIG CITY, METRO MANILA, SECOND DISTRICT, 1603",Driving School - Main Office,03/03/2024,Expired,NCR
DS-23-0244025,DS-2020-00137-13,ST. PETER VELLE,0,48,56,104,"#3 STA FE ST., Marulas, VALENZUELA CITY, METRO MANILA, THIRD DISTRICT, 1440",Driving School - Main Office,02/20/2023,Expired,NCR
DS-23-0244027,DS-2022-00057-13,TRACK ONE DRIVING SCHOOL- QUEZON CITY,40,80,80,200,"VB L002 FISHERMALL NO 325 QUEZON AVE, Santa Cruz, QUEZON CITY, METRO MANILA, SECOND DISTRICT, 1104",Driving School - Main Office,07/06/2024,Expired,NCR
